index,x,y
64,923,357
71,74,376
72,219,361
73,333,354
74,466,342
75,603,327
76,745,317
77,860,310
83,2,329
84,64,322
85,193,312
86,309,304
87,426,294
88,546,285
89,682,274
90,800,266
index,x,y
9,699,625
10,889,578
11,1050,556
12,1187,538
19,94,637
20,306,668
22,669,571
23,833,533
24,988,509
25,1116,499
32,94,562
33,275,532
34,446,536
35,614,509
36,774,481
37,930,459
38,1055,449
45,95,492
46,262,466
47,403,464
48,485,453
49,716,426
50,868,413
51,1046,430
58,85,432
59,251,413
60,370,405
61,501,394
62,660,376
63,804,365
64,923,357
71,74,376
72,220,361
73,333,354
74,466,342
75,603,327
76,745,317
77,860,310
83,2,329
84,65,321
85,194,312
86,309,303
87,426,293
88,545,285
89,682,274
90,800,265
index,x,y
9,701,623
10,888,578
11,1050,555
12,1190,540
19,97,636
20,316,664
21,2,710
22,667,567
23,832,533
24,989,510
25,1118,500
32,95,563
33,280,532
34,447,538
35,615,510
36,774,480
37,931,460
38,1059,450
45,97,492
46,264,467
47,405,465
48,499,452
49,718,425
50,869,414
51,1025,421
58,88,431
59,254,412
60,372,404
61,499,394
62,662,376
63,807,366
64,925,357
71,74,375
72,222,360
73,335,353
74,467,342
75,604,327
76,748,317
77,863,311
83,2,329
84,65,320
85,197,312
86,312,302
87,427,293
88,547,285
89,684,275
90,802,266
index,x,y
9,700,628
10,893,579
11,1053,558
12,1198,545
19,96,636
20,312,664
21,484,605
22,672,573
23,835,534
24,990,511
25,1120,500
32,93,561
33,273,540
34,451,541
35,619,512
36,775,481
37,931,460
38,1059,450
45,95,492
46,264,469
47,406,468
48,557,449
49,719,426
50,869,413
51,990,402
58,85,432
59,256,413
60,371,406
61,522,392
62,663,376
63,807,365
64,925,355
71,74,375
72,223,361
73,336,353
74,470,341
75,606,327
76,747,316
77,862,310
83,1,326
84,64,320
85,196,312
86,310,302
87,428,293
88,548,284
89,683,274
90,800,265
index,x,y
9,702,626
10,895,580
11,1052,559
12,1204,548
19,96,637
21,476,616
22,675,572
23,836,534
24,991,512
25,1124,501
32,94,561
33,286,527
34,451,540
35,621,512
36,776,482
37,932,460
38,1061,450
45,99,493
46,270,467
47,408,469
48,569,449
49,720,426
50,869,413
51,990,403
58,92,434
59,264,413
60,373,407
61,518,392
62,666,376
63,806,365
64,925,355
71,78,375
72,231,360
73,338,354
74,472,341
75,608,326
76,748,316
77,863,309
83,1,326
84,67,320
85,207,311
86,313,303
87,429,292
88,551,283
89,686,273
90,802,263
index,x,y
9,708,623
10,895,579
11,1054,558
12,1208,550
19,96,638
20,316,666
21,476,614
22,675,566
23,838,534
24,991,511
25,1128,501
32,95,559
33,284,518
34,451,539
35,622,511
36,779,481
37,934,461
38,1064,451
45,99,491
46,268,465
47,409,469
48,568,449
49,722,427
50,871,413
51,992,402
58,94,434
59,263,412
60,372,406
61,517,392
62,668,377
63,809,366
64,927,355
71,79,375
72,232,360
73,338,353
74,475,340
75,613,326
76,750,316
77,864,308
83,1,328
84,69,320
85,208,310
86,314,302
87,431,292
88,554,284
89,687,272
90,804,263
index,x,y
9,713,623
10,900,579
11,1058,557
12,1207,547
19,97,633
21,476,620
22,677,569
23,840,534
24,995,511
25,1131,500
32,96,559
33,275,506
34,449,541
35,624,512
36,783,480
37,936,460
38,1068,451
45,100,491
46,268,462
47,406,469
48,566,448
49,724,427
50,875,413
51,996,402
58,95,433
59,263,411
60,369,406
61,493,396
62,671,377
63,812,367
64,931,354
71,80,375
72,231,359
73,336,353
74,476,340
75,614,327
76,753,317
77,869,308
83,2,327
84,71,319
85,209,310
86,312,303
87,432,293
88,556,284
89,688,272
90,805,263
index,x,y
9,712,623
10,900,579
11,1058,557
12,1207,547
19,97,634
22,677,568
23,840,534
24,996,512
25,1131,500
32,96,558
33,276,506
34,449,540
35,623,511
36,783,480
37,937,461
38,1068,451
45,99,491
46,268,461
47,407,469
48,558,448
49,724,427
50,875,413
51,997,402
58,95,433
59,261,411
60,369,406
61,488,396
62,671,377
63,812,367
64,931,354
71,80,375
72,230,359
73,336,353
74,476,341
75,614,326
76,753,317
77,869,308
83,2,327
84,71,320
85,208,310
86,312,303
87,432,293
88,556,284
89,688,272
90,805,263
index,x,y
9,711,627
10,900,579
11,1059,556
12,1206,545
19,98,633
22,678,569
23,840,535
24,997,511
25,1131,500
32,96,556
33,270,536
34,449,542
35,625,512
36,783,481
37,939,461
38,1070,451
45,99,492
46,262,463
47,406,472
48,575,448
49,727,427
50,877,413
51,998,402
58,93,433
59,250,412
60,364,407
61,490,397
62,676,377
63,816,367
64,933,354
71,79,374
72,218,360
73,329,354
74,477,340
75,618,327
76,756,317
77,872,309
83,2,329
84,70,319
85,198,311
86,306,303
87,430,292
88,561,284
89,692,273
90,808,264
index,x,y
9,715,627
10,902,582
11,1062,560
12,1213,548
19,98,635
20,292,680
22,683,579
23,844,537
24,999,513
25,1132,501
32,98,562
33,269,543
34,453,542
35,629,514
36,786,483
37,939,462
38,1070,452
45,99,496
46,256,469
47,409,473
48,581,449
49,729,427
50,878,414
51,998,402
58,90,434
59,245,414
60,370,407
61,489,398
62,676,377
63,816,367
64,934,354
71,78,374
72,213,360
73,333,354
74,479,340
75,619,326
76,755,317
77,872,310
83,2,329
84,68,318
85,193,310
86,308,302
87,432,292
88,561,283
89,691,271
90,809,263
index,x,y
9,714,627
10,896,582
11,1060,561
12,1216,550
19,99,629
20,284,694
22,683,579
23,842,537
24,997,513
25,1135,504
32,99,565
33,269,538
34,452,542
35,628,515
36,785,483
37,938,462
38,1072,452
45,99,497
46,261,465
47,409,474
48,582,450
49,729,427
50,878,415
51,999,402
58,92,434
59,246,413
60,368,407
61,508,396
62,677,377
63,817,367
64,937,354
71,79,375
72,215,360
73,332,353
74,479,340
75,620,326
76,758,316
77,875,307
83,2,330
84,69,318
85,196,309
86,306,302
87,432,291
88,561,283
89,695,270
90,813,261
index,x,y
9,717,628
10,898,582
11,1059,561
12,1216,550
19,100,631
20,283,689
21,512,623
22,684,575
23,844,537
24,999,513
25,1136,504
32,101,564
33,277,538
34,458,543
35,630,516
36,787,482
37,942,463
38,1077,454
45,100,495
46,266,467
47,411,475
48,581,451
49,730,427
50,882,415
51,1003,403
58,96,436
59,255,412
60,372,408
61,502,398
62,679,377
63,819,367
64,939,355
71,81,375
72,224,360
73,337,354
74,480,341
75,622,326
76,761,316
77,879,309
83,2,330
84,70,319
85,210,311
86,311,303
87,435,292
88,565,283
89,699,270
90,816,262
index,x,y
9,714,626
10,901,583
11,1062,561
12,1216,550
19,102,632
20,291,684
21,175,681
22,684,577
23,847,537
24,1004,513
25,1137,504
32,103,564
33,278,541
34,459,543
35,632,515
36,791,483
37,946,463
38,1077,454
45,101,496
46,263,470
47,414,475
48,582,451
49,735,429
50,885,416
51,1004,403
58,93,435
59,250,414
60,375,409
61,515,396
62,682,378
63,822,367
64,942,356
71,80,375
72,221,361
73,339,354
74,483,341
75,624,327
76,765,316
77,880,309
83,2,328
84,67,319
85,202,311
86,310,302
87,438,291
88,568,284
89,702,271
90,818,263
index,x,y
9,714,625
10,901,583
11,1062,561
12,1216,550
19,102,631
20,290,686
21,8,712
22,684,577
23,848,537
24,1004,513
25,1138,504
32,102,563
33,280,539
34,460,543
35,632,515
36,792,483
37,947,463
38,1077,453
45,101,494
46,264,467
47,414,475
48,582,451
49,736,429
50,885,416
51,1004,403
58,94,435
59,251,414
60,376,409
61,511,396
62,682,378
63,823,367
64,942,356
71,80,375
72,222,361
73,340,354
74,483,341
75,624,327
76,765,316
77,881,309
83,2,327
84,68,320
85,204,311
86,311,302
87,438,291
88,568,284
89,702,271
90,819,263
index,x,y
9,715,623
10,903,582
11,1062,560
12,1215,551
19,103,626
20,288,685
22,684,573
23,849,536
24,1005,513
25,1139,505
32,102,562
33,278,543
34,459,543
35,631,514
36,794,483
37,948,463
38,1078,454
45,102,495
46,264,469
47,413,475
48,582,451
49,738,429
50,887,416
51,1006,404
58,95,435
59,252,413
60,373,409
61,515,396
62,683,378
63,823,367
64,943,356
71,80,377
72,221,361
73,336,354
74,481,342
75,623,327
76,766,317
77,882,310
83,2,328
84,68,320
85,203,311
86,309,302
87,434,292
88,567,284
89,703,271
90,820,263
index,x,y
9,714,622
10,902,583
11,1066,561
12,1217,553
19,103,627
20,282,686
21,1,688
22,682,569
23,848,537
24,1008,513
25,1141,506
32,101,560
33,275,536
34,458,543
35,630,513
36,794,482
37,949,463
38,1081,455
45,101,496
46,269,469
47,411,474
48,585,450
49,739,428
50,888,416
51,1008,404
58,96,435
59,259,412
60,376,407
61,517,396
62,683,377
63,825,366
64,944,357
71,81,377
72,228,361
73,336,353
74,482,341
75,624,327
76,766,317
77,883,310
83,2,328
84,68,321
85,210,310
86,311,302
87,436,290
88,567,284
89,703,271
90,820,264
index,x,y
9,718,622
10,901,584
11,1064,562
12,1220,554
19,102,634
20,279,687
21,5,692
22,683,571
23,848,537
24,1005,514
25,1141,506
32,102,562
33,274,544
34,458,544
35,632,515
36,795,483
37,948,463
38,1080,454
45,102,496
46,272,475
47,409,475
48,582,451
49,738,429
50,887,416
51,1008,404
58,97,436
59,264,413
60,375,406
61,508,397
62,682,377
63,824,366
64,945,356
71,83,378
72,234,360
73,333,354
74,479,340
75,623,326
76,765,317
77,883,309
83,2,329
84,69,321
85,215,309
86,309,303
87,435,291
88,566,284
89,702,271
90,820,263
index,x,y
9,717,622
10,905,583
11,1067,563
12,1222,554
19,102,636
20,285,685
21,1,687
22,686,571
23,850,537
24,1007,514
25,1142,505
32,103,563
33,286,542
34,461,544
35,634,515
36,797,483
37,951,463
38,1081,454
45,105,495
46,272,474
47,411,474
48,586,451
49,740,429
50,888,416
51,1009,405
58,99,435
59,265,412
60,377,406
61,486,400
62,682,377
63,825,366
64,945,356
71,85,378
72,236,360
73,333,353
74,479,341
75,623,326
76,765,317
77,883,310
83,2,328
84,70,321
85,213,310
86,308,303
87,434,292
88,565,284
89,701,272
90,819,265
index,x,y
9,720,623
10,911,583
11,1069,563
12,1223,556
19,105,638
20,289,685
21,6,689
22,690,567
23,856,537
24,1011,514
25,1144,505
32,103,565
33,285,544
34,461,545
35,635,516
36,800,483
37,955,463
38,1082,454
45,106,495
46,273,476
47,406,477
48,584,451
49,742,428
50,890,415
51,1010,405
58,101,436
59,268,411
60,371,409
61,483,401
62,683,377
63,826,366
64,946,356
71,89,378
72,241,361
73,327,355
74,475,342
75,623,326
76,766,317
77,884,310
83,2,328
84,73,321
85,217,309
86,308,304
87,428,292
88,560,284
89,702,272
90,820,266
index,x,y
9,720,622
10,911,583
11,1071,562
12,1223,556
19,105,638
20,288,685
21,5,690
22,689,567
23,856,537
24,1012,514
25,1144,505
32,103,565
33,286,544
34,461,545
35,635,515
36,800,483
37,954,463
38,1081,454
45,106,495
46,273,476
47,407,477
48,585,451
49,742,428
50,890,415
51,1010,405
58,102,436
59,268,410
60,372,409
61,483,401
62,683,377
63,826,366
64,946,356
71,90,378
72,240,361
73,327,355
74,476,342
75,623,326
76,766,317
77,884,310
83,2,328
84,73,321
85,217,310
86,307,304
87,428,292
88,561,284
89,702,272
90,820,266
index,x,y
9,720,623
10,913,585
11,1074,564
12,1224,555
19,104,639
20,297,684
21,351,646
22,688,568
23,857,538
24,1015,514
25,1146,505
32,103,564
33,295,546
34,467,546
35,633,515
36,801,483
37,957,463
38,1085,454
45,105,495
46,277,480
47,414,475
48,583,450
49,743,428
50,892,415
51,1011,404
58,98,436
59,273,415
60,380,406
61,490,400
62,682,377
63,827,367
64,946,356
71,86,378
72,248,360
73,338,354
74,479,341
75,623,326
76,767,318
77,884,310
83,2,328
84,70,321
85,221,309
86,318,303
87,434,291
88,563,283
89,702,272
90,820,266
index,x,y
9,715,623
10,909,583
11,1071,564
12,1224,557
19,103,631
20,289,685
21,7,697
22,685,564
23,853,537
24,1014,514
25,1148,507
32,102,562
34,464,545
35,631,513
36,799,482
37,955,463
38,1084,455
45,104,494
46,274,477
47,411,475
48,583,449
49,742,428
50,892,415
51,1012,405
58,96,436
59,271,414
60,379,407
61,530,393
62,683,376
63,827,367
64,946,356
71,85,377
72,243,360
73,339,353
74,481,340
75,625,327
76,767,318
77,884,310
83,2,328
84,70,321
85,217,309
86,316,303
87,437,290
88,566,284
89,704,273
90,821,265
index,x,y
9,714,622
10,906,584
11,1071,564
12,1228,559
19,101,637
20,292,686
21,7,706
22,684,565
23,852,537
24,1013,514
25,1149,507
32,100,565
34,464,543
35,630,513
36,799,482
37,955,463
38,1085,456
45,102,495
46,274,478
47,413,473
48,581,448
49,741,428
50,892,416
51,1012,405
58,94,435
59,274,414
60,382,405
61,530,393
62,684,377
63,827,366
64,946,356
71,84,377
72,243,359
73,343,352
74,483,340
75,625,327
76,767,317
77,885,310
83,2,330
84,70,321
85,217,309
86,320,303
87,440,291
88,567,284
89,704,272
90,821,265
index,x,y
8,518,635
9,711,622
10,904,584
11,1069,565
12,1230,559
19,101,641
20,307,684
21,458,606
22,678,569
23,851,537
24,1014,515
25,1149,507
32,98,565
33,314,542
34,467,541
35,628,513
36,795,483
37,955,464
38,1084,456
45,100,496
46,293,480
47,422,472
48,572,450
49,740,428
50,891,416
51,1012,405
58,93,436
59,280,412
60,393,404
61,536,392
62,684,377
63,829,366
64,947,357
71,83,377
72,255,359
73,355,352
74,486,340
75,627,327
76,768,317
77,885,310
83,2,329
84,68,321
85,227,309
86,328,301
87,445,291
88,569,284
89,706,272
90,822,266
index,x,y
8,518,634
9,713,621
10,905,584
11,1070,565
12,1229,559
19,98,635
21,348,621
22,677,567
23,852,537
24,1013,515
25,1150,507
32,96,561
33,296,535
34,462,541
35,629,512
36,798,483
37,954,464
38,1086,456
45,102,497
46,284,477
47,415,472
48,580,450
49,741,427
50,891,416
51,1012,405
58,95,437
59,281,410
60,389,405
61,537,392
62,686,377
63,829,366
64,947,357
71,83,379
72,251,359
73,350,352
74,485,340
75,628,327
76,769,317
77,886,310
83,2,329
84,68,323
85,226,308
86,327,301
87,444,291
88,569,283
89,707,272
90,825,265
index,x,y
8,520,634
9,712,621
10,905,584
11,1069,565
12,1229,559
19,98,638
20,316,696
21,363,622
22,677,566
23,852,537
24,1012,515
25,1150,507
32,96,564
33,302,536
34,462,541
35,628,513
36,798,482
37,954,464
38,1085,456
45,102,497
46,287,478
47,416,472
48,579,450
49,741,427
50,891,416
51,1012,405
58,95,437
59,282,410
60,390,405
61,535,393
62,686,377
63,829,366
64,947,357
71,82,379
72,252,359
73,351,352
74,485,340
75,628,327
76,769,317
77,886,310
83,2,329
84,68,323
85,227,308
86,327,301
87,444,291
88,569,283
89,707,272
90,825,265
index,x,y
8,521,632
9,710,621
10,908,583
11,1070,565
12,1229,559
19,97,637
21,408,601
22,675,566
23,853,537
24,1014,515
25,1150,507
32,96,564
33,289,539
34,458,539
35,626,513
36,796,483
37,956,464
38,1085,456
45,101,497
46,283,474
47,414,470
48,566,450
49,741,428
50,892,415
51,1012,405
58,96,435
59,281,412
60,387,404
61,530,392
62,684,377
63,829,366
64,947,357
71,85,379
72,250,359
73,351,352
74,486,340
75,628,327
76,768,317
77,885,310
83,2,332
84,72,323
85,224,310
86,329,301
87,445,291
88,569,284
89,707,273
90,824,266
index,x,y
8,519,635
9,710,621
10,904,583
11,1069,564
12,1227,558
19,96,640
21,411,598
22,676,565
23,852,537
24,1012,514
25,1149,506
32,96,564
33,299,534
34,460,539
35,626,512
36,799,482
37,955,464
38,1085,455
45,103,496
46,291,478
47,414,470
48,578,448
49,741,428
50,892,416
51,1012,405
58,97,436
59,282,409
60,386,403
61,532,392
62,684,377
63,829,366
64,947,357
71,86,379
72,254,359
73,352,351
74,485,340
75,627,327
76,769,317
77,886,310
83,2,333
84,75,323
85,223,310
86,327,301
87,443,291
88,568,284
89,707,273
90,825,266
index,x,y
9,709,621
10,904,583
11,1069,565
12,1226,558
19,94,635
21,493,595
22,675,565
23,851,537
24,1012,515
25,1148,506
32,94,562
33,295,540
34,461,538
35,626,512
36,798,483
37,954,465
38,1085,455
45,100,494
46,291,476
47,415,469
48,578,447
49,742,427
50,890,416
51,1012,404
58,95,435
59,284,412
60,389,404
61,535,391
62,685,377
63,829,366
64,946,356
71,84,378
72,255,358
73,353,352
74,486,340
75,628,327
76,768,317
77,885,310
83,2,332
84,73,323
85,224,310
86,330,301
87,446,292
88,569,285
89,705,273
90,823,265
index,x,y
9,713,622
10,904,584
11,1069,565
12,1225,558
19,95,637
20,316,666
21,495,611
22,679,568
23,851,537
24,1011,515
25,1148,506
32,94,564
33,296,539
34,460,541
35,629,514
36,799,484
37,954,464
38,1085,455
45,101,495
46,290,475
47,416,469
48,576,448
49,742,427
50,890,416
51,1011,403
58,96,434
59,285,412
60,390,404
61,522,392
62,685,377
63,829,366
64,946,356
71,85,377
72,256,358
73,355,353
74,487,340
75,627,327
76,768,317
77,885,310
83,2,332
84,73,323
85,228,311
86,334,300
87,448,292
88,568,285
89,705,272
90,823,264
index,x,y
9,712,623
10,907,584
11,1071,566
12,1223,558
19,88,641
20,299,681
21,496,609
22,680,574
23,852,539
24,1013,515
25,1148,506
32,90,566
33,299,537
34,460,544
35,632,517
36,799,485
37,956,465
38,1086,455
45,97,496
46,286,477
47,414,472
48,573,450
49,742,429
50,891,417
51,1011,404
58,93,435
59,281,412
60,384,405
61,535,392
62,685,378
63,828,367
64,946,356
71,84,376
72,252,357
73,351,352
74,486,340
75,627,327
76,767,317
77,885,310
83,2,332
84,75,321
85,223,308
86,326,301
87,442,292
88,569,285
89,704,272
90,822,264
index,x,y
9,711,623
10,906,584
11,1071,566
12,1224,558
19,88,639
20,300,682
21,496,613
22,679,573
23,852,539
24,1013,516
25,1149,506
32,91,566
33,299,538
34,461,543
35,631,516
36,799,485
37,956,465
38,1086,456
45,97,496
46,286,478
47,414,471
48,573,450
49,742,429
50,891,417
51,1011,404
58,93,435
59,282,412
60,384,405
61,532,393
62,685,378
63,828,367
64,946,356
71,84,376
72,253,357
73,351,352
74,485,340
75,627,327
76,767,317
77,885,310
83,2,332
84,76,321
85,224,309
86,326,301
87,442,292
88,568,285
89,704,272
90,822,264
index,x,y
9,711,623
10,906,583
11,1070,566
12,1225,558
19,89,642
20,289,687
21,500,600
22,678,571
23,850,540
24,1014,515
25,1149,506
32,91,568
33,299,544
34,462,543
35,632,517
36,798,485
37,956,465
38,1086,456
45,96,496
46,281,481
47,412,472
48,572,452
49,741,430
50,891,417
51,1011,404
58,92,436
59,280,412
60,383,406
61,534,393
62,684,378
63,827,367
64,947,356
71,82,376
72,250,357
73,348,352
74,484,341
75,627,327
76,767,317
77,885,310
83,2,332
84,73,321
85,219,309
86,324,300
87,441,291
88,568,284
89,704,272
90,823,264
index,x,y
9,710,622
10,899,583
11,1064,567
12,1224,558
19,87,639
20,283,689
21,492,572
22,677,569
23,848,539
24,1007,515
25,1148,506
32,87,566
33,291,524
34,459,540
35,630,517
36,794,485
37,951,464
38,1085,456
45,89,497
46,280,479
47,414,474
48,578,452
49,740,429
50,888,418
51,1010,404
58,85,437
59,275,414
60,381,407
61,533,393
62,682,378
63,826,367
64,946,357
71,76,378
72,245,358
73,347,353
74,485,341
75,624,327
76,765,318
77,884,310
83,2,326
84,67,322
85,217,309
86,323,302
87,442,291
88,567,284
89,703,273
90,820,265
index,x,y
9,708,624
10,895,582
11,1061,565
12,1220,556
19,89,637
20,284,696
21,491,572
22,673,567
23,843,538
24,1005,514
25,1147,506
32,86,566
34,459,539
35,627,516
36,788,485
37,950,464
38,1085,456
45,88,497
46,286,477
47,413,472
48,578,451
49,736,429
50,887,418
51,1010,405
58,84,438
59,276,413
60,381,406
61,531,393
62,681,378
63,826,367
64,947,357
71,76,378
72,246,358
73,346,352
74,483,340
75,623,327
76,765,318
77,884,310
83,1,329
84,67,323
85,217,311
86,322,302
87,440,292
88,564,284
89,702,273
90,821,265
index,x,y
9,710,624
10,893,583
11,1061,566
12,1220,557
19,88,635
21,492,572
22,677,570
23,841,539
24,1004,515
25,1149,507
32,83,565
34,460,540
35,628,517
36,788,485
37,949,465
38,1086,457
45,85,494
46,283,483
47,413,473
48,573,453
49,735,430
50,886,418
51,1009,405
58,80,437
59,277,414
60,381,408
61,530,394
62,679,378
63,825,367
64,947,357
71,72,378
72,244,359
73,347,353
74,482,341
75,622,327
76,764,318
77,885,310
83,0,320
84,64,323
85,213,311
86,323,302
87,440,292
88,564,284
89,701,273
90,821,265
index,x,y
9,710,627
10,900,582
11,1066,566
12,1221,557
19,83,637
22,677,574
23,845,539
24,1008,515
25,1148,507
32,78,566
34,452,539
35,627,519
36,788,485
37,952,466
38,1085,457
45,78,494
46,282,476
47,404,473
48,571,454
49,732,429
50,888,418
51,1012,405
58,78,435
59,275,410
60,373,408
61,530,392
62,680,378
63,825,367
64,947,358
71,69,378
72,240,360
73,335,353
74,482,341
75,626,327
76,765,318
77,885,311
84,61,322
85,211,310
86,304,302
87,440,290
88,567,284
89,703,272
90,822,265
index,x,y
9,710,627
10,900,582
11,1066,566
12,1221,557
19,83,637
22,676,573
23,845,539
24,1008,515
25,1147,507
32,78,566
34,453,540
35,627,519
36,788,485
37,952,466
38,1085,457
45,79,494
46,284,477
47,404,473
48,568,454
49,732,429
50,888,418
51,1012,405
58,78,435
59,275,410
60,373,409
61,531,392
62,680,378
63,826,367
64,947,358
71,69,378
72,241,360
73,336,352
74,483,341
75,626,327
76,765,318
77,885,311
84,60,322
85,211,310
86,305,302
87,441,290
88,567,284
89,704,272
90,822,265
index,x,y
9,701,627
10,895,582
11,1067,568
12,1221,558
19,81,639
21,0,690
22,668,571
23,838,538
24,1008,516
25,1148,508
32,76,567
34,452,538
35,622,517
36,784,485
37,950,466
38,1086,457
45,80,494
46,278,481
47,403,471
48,570,452
49,727,430
50,886,418
51,1012,406
58,78,435
59,278,409
60,369,406
61,524,392
62,676,378
63,825,367
64,947,358
71,71,378
72,245,359
73,331,352
74,472,341
75,620,326
76,763,318
77,883,311
84,65,322
85,213,310
86,305,302
87,431,290
88,560,284
89,700,271
90,821,263
index,x,y
9,705,627
10,892,582
11,1065,567
12,1223,559
19,78,641
22,671,573
23,836,538
24,1006,515
25,1147,508
32,73,567
33,290,536
34,449,541
35,623,518
36,781,485
37,947,465
38,1085,457
45,77,491
46,280,476
47,402,471
48,574,452
49,726,430
50,886,417
51,1012,407
58,76,434
60,365,406
61,524,391
62,675,378
63,823,367
64,947,358
71,70,378
72,235,360
73,327,353
74,474,340
75,622,327
76,763,317
77,883,310
84,63,322
85,213,309
86,300,303
87,428,290
88,562,285
89,701,271
90,820,263
index,x,y
9,705,623
10,891,582
11,1064,566
12,1221,557
19,75,644
20,279,691
22,669,569
23,833,539
24,1004,515
25,1145,507
32,70,566
34,448,543
35,621,517
36,756,487
37,944,465
38,1082,456
45,73,489
47,400,472
48,573,451
49,725,429
50,884,418
51,1009,406
58,72,434
60,367,407
61,525,391
62,676,378
63,822,367
64,945,357
71,67,378
72,237,361
73,331,352
74,475,340
75,623,326
76,762,317
77,882,310
84,58,322
85,214,308
86,301,303
87,434,290
88,565,284
89,701,271
90,819,262
index,x,y
9,701,624
10,887,581
11,1063,566
12,1224,558
19,71,649
20,277,693
21,495,622
22,668,568
23,830,538
24,1003,516
25,1148,509
32,71,566
33,285,535
34,450,544
35,621,517
36,776,485
37,944,466
38,1084,457
45,69,489
46,260,476
47,405,475
48,574,452
49,725,429
50,883,419
51,1009,406
58,71,432
59,252,412
60,370,408
61,528,391
62,676,377
63,821,367
64,945,357
71,64,377
72,234,360
73,335,352
74,480,337
75,624,325
76,762,317
77,882,310
84,55,321
85,211,310
86,305,302
87,439,288
88,564,283
89,702,270
90,818,262
index,x,y
9,699,623
10,886,580
11,1059,565
12,1220,558
19,70,619
20,283,693
21,491,617
22,661,566
23,827,539
24,999,516
25,1146,509
32,67,564
33,267,546
34,445,539
35,613,515
36,775,485
37,941,466
38,1083,457
45,64,491
46,259,482
47,406,472
48,564,452
49,720,428
50,879,419
51,1006,405
58,61,436
59,257,414
60,371,406
61,519,391
62,668,377
63,818,368
64,943,357
71,57,378
72,231,360
73,334,352
74,471,339
75,616,326
76,758,317
77,880,309
84,47,325
85,208,310
86,306,301
87,430,291
88,556,284
89,697,269
90,816,261
index,x,y
9,700,623
10,886,580
11,1059,565
12,1220,558
19,71,620
20,281,694
21,491,617
22,662,566
23,828,539
24,999,516
25,1146,509
32,67,564
33,265,547
34,446,540
35,614,515
36,776,485
37,941,466
38,1083,457
45,65,491
46,257,481
47,405,472
48,564,452
49,720,428
50,879,419
51,1005,405
58,62,432
59,257,413
60,370,406
61,519,391
62,668,377
63,818,368
64,943,357
71,57,378
72,228,359
73,333,352
74,471,339
75,617,325
76,758,317
77,880,309
84,47,324
85,207,309
86,304,301
87,429,291
88,556,283
89,697,269
90,816,261
index,x,y
9,703,623
10,884,581
11,1057,566
12,1219,557
19,68,631
21,488,608
22,662,568
23,826,540
24,997,516
25,1145,509
32,60,565
33,271,545
34,450,540
35,615,517
36,775,486
37,938,467
38,1082,457
45,61,494
46,261,482
47,414,470
48,564,452
49,719,429
50,877,419
51,1004,405
58,60,434
59,262,413
60,383,405
61,521,391
62,665,377
63,815,368
64,941,356
71,52,377
72,245,359
73,347,351
74,476,338
75,612,325
76,752,317
77,878,309
84,41,327
85,227,307
86,322,300
87,437,288
88,556,284
89,692,269
90,814,260
index,x,y
9,698,626
10,886,583
11,1059,566
12,1220,557
19,59,624
21,490,616
22,658,569
23,829,540
24,997,517
25,1144,509
32,55,558
33,285,541
34,445,540
35,611,518
36,774,485
37,938,468
38,1080,457
45,58,494
46,267,483
47,408,472
48,559,452
49,719,428
50,875,419
51,1003,405
58,62,433
59,261,415
60,375,406
61,515,392
62,664,376
63,813,368
64,938,356
71,53,377
72,240,359
73,341,351
74,472,341
75,609,327
76,749,318
77,874,309
84,48,329
85,216,308
86,311,301
87,431,289
88,552,285
89,687,272
90,809,262
index,x,y
9,698,624
10,882,583
11,1054,567
12,1220,557
19,57,615
21,485,610
22,658,570
23,826,540
24,993,516
25,1142,508
32,54,558
33,292,535
34,440,542
35,610,518
36,772,485
37,933,467
38,1077,455
45,54,492
46,260,483
47,400,471
48,557,452
49,717,429
50,871,418
51,999,404
58,59,440
59,257,416
60,369,407
61,513,393
62,660,377
63,810,367
64,935,356
71,49,379
72,237,359
73,334,351
74,463,341
75,604,327
76,745,318
77,872,309
84,44,330
85,209,307
86,310,299
87,425,289
88,545,285
89,682,272
90,807,263
index,x,y
9,702,627
10,881,584
11,1053,566
12,1219,558
19,57,612
22,663,568
23,823,540
24,991,516
25,1142,508
32,52,557
34,438,544
35,610,517
36,771,485
37,930,468
38,1076,455
45,50,490
47,393,471
48,556,450
49,714,428
50,868,418
51,997,404
58,51,451
60,367,405
61,512,393
62,659,377
63,809,367
64,933,357
71,44,376
72,231,359
73,325,353
74,458,342
75,603,327
76,744,319
77,883,308
84,40,331
85,199,307
86,305,301
87,418,292
88,541,284
89,681,272
90,807,263
index,x,y
8,438,579
9,699,625
10,880,584
11,1053,564
12,1217,557
19,56,614
22,660,570
23,821,538
24,991,516
25,1137,507
32,48,557
34,433,543
35,601,516
36,768,485
37,929,467
38,1074,454
42,216,497
45,52,492
47,389,472
48,546,452
49,713,428
50,865,418
51,995,404
58,50,444
60,361,407
61,504,395
62,656,377
63,805,368
64,928,356
71,45,380
72,231,359
73,318,353
74,450,343
75,598,327
76,739,318
77,866,310
84,40,342
85,205,306
86,294,300
87,406,292
88,536,284
89,677,272
90,802,264
index,x,y
8,438,578
9,699,625
10,880,584
11,1053,564
12,1218,557
19,56,615
22,660,569
23,821,539
24,991,516
25,1137,507
32,48,556
34,433,543
35,601,515
36,768,485
37,929,467
38,1074,454
42,216,497
45,52,492
47,388,472
48,545,451
