index,x,y
6,24.750,318.000
8,164.250,288.000
9,251.250,294.000
10,322.125,280.500
11,379.125,274.000
12,426.750,265.000
19,28.500,312.500
20,108.000,270.000
21,165.000,267.000
22,236.625,267.000
23,300.000,259.000
24,358.500,250.000
25,404.250,245.500
32,27.750,274.000
33,92.625,257.500
34,156.000,254.500
35,219.000,245.000
36,272.625,236.000
37,336.000,226.500
38,382.500,220.500
45,27.750,241.000
46,89.250,229.000
47,142.875,228.500
48,191.250,220.000
49,257.625,211.000
50,313.500,204.500
51,392.250,220.500
58,26.625,214.000
59,83.625,205.500
60,126.750,201.000
61,184.500,194.000
62,238.875,189.500
63,288.375,181.000
64,332.625,176.500
71,24.375,187.500
72,73.125,181.000
73,112.875,177.000
74,164.625,171.000
75,217.500,168.500
76,265.500,157.000
77,309.000,153.500
84,21.750,159.500
85,68.625,156.000
86,103.125,151.500
87,146.625,146.000
88,170.625,144.500
89,241.125,136.000
90,285.750,130.500
index,x,y
6,27.750,321.000
8,161.625,285.000
9,248.625,293.500
10,321.000,282.000
11,379.125,274.000
12,427.500,265.500
19,28.875,313.000
21,163.500,266.000
22,236.250,267.000
23,300.000,259.000
24,358.500,250.500
25,405.375,246.500
32,27.375,275.000
33,91.875,256.500
34,154.875,252.000
35,217.500,245.000
36,276.000,235.500
37,337.500,227.000
38,382.875,221.500
45,26.625,241.500
46,88.125,229.000
47,142.125,227.000
48,187.500,220.000
49,258.000,211.000
50,313.500,204.500
51,387.375,217.000
58,25.500,214.000
59,82.125,206.500
60,127.125,200.500
61,185.250,195.500
62,240.000,191.000
63,289.875,181.000
64,333.000,176.500
71,23.250,187.000
72,72.000,181.000
73,112.875,177.000
74,164.625,171.000
75,219.000,169.500
76,267.375,157.500
77,310.125,153.000
84,19.875,160.000
85,65.625,156.500
86,103.500,152.000
87,147.375,146.500
88,183.000,143.000
89,243.000,136.000
90,286.500,131.000
index,x,y
6,26.625,317.500
8,164.625,288.000
9,250.875,295.500
10,322.125,283.000
11,380.250,275.000
12,427.500,265.500
19,28.875,314.000
21,164.625,266.500
22,236.625,268.500
23,300.375,260.000
24,358.875,251.000
25,405.750,247.000
32,27.375,275.500
33,91.875,258.000
34,154.875,255.000
35,219.750,245.500
36,280.125,236.000
37,337.875,227.000
38,383.250,222.000
45,28.125,241.000
46,89.250,230.000
47,142.500,229.500
48,198.375,219.500
49,258.000,211.000
50,313.500,205.000
51,386.625,216.000
58,26.250,213.500
59,84.000,207.000
60,127.875,201.500
61,187.500,195.000
62,239.625,186.500
63,289.875,181.000
64,333.375,176.500
71,23.625,187.000
72,72.750,180.500
73,113.250,177.500
74,165.750,171.500
75,218.625,163.500
76,267.750,157.500
77,310.125,153.000
84,19.500,160.000
85,66.375,156.000
86,104.250,152.000
87,148.500,146.500
88,194.625,141.500
89,244.875,136.000
90,286.500,131.500
index,x,y
6,29.625,326.000
8,166.500,288.000
9,252.375,295.500
10,323.250,283.000
11,381.000,275.000
12,428.625,264.500
19,28.875,312.000
21,164.625,268.500
22,237.750,268.500
23,301.125,260.000
24,359.250,251.000
25,406.125,246.500
32,27.375,276.000
33,92.625,260.000
34,155.625,259.000
35,220.500,246.000
36,277.125,236.500
37,338.625,227.000
38,383.625,221.000
45,26.250,242.000
46,89.250,231.000
47,142.500,231.500
48,190.125,221.500
49,259.125,211.000
50,314.625,205.000
51,378.375,210.500
58,25.125,214.500
59,84.000,207.500
60,127.875,202.000
61,187.875,195.000
62,240.375,187.000
63,291.000,181.000
64,334.125,176.000
71,22.500,187.500
72,73.125,181.000
73,114.750,177.000
74,166.500,172.000
75,219.750,163.000
76,269.250,157.500
77,311.250,153.000
84,18.000,160.500
85,66.375,155.500
86,104.625,151.500
87,148.500,146.500
88,196.875,141.500
89,246.750,136.000
90,288.000,131.000
index,x,y
6,25.500,318.000
9,251.250,297.500
10,325.125,283.000
11,381.375,275.000
12,430.125,265.500
19,30.000,315.000
22,239.250,269.500
23,301.875,260.500
24,360.375,251.500
25,406.500,247.000
32,28.125,278.500
33,94.500,265.500
34,159.375,266.500
35,221.250,248.000
36,281.625,236.500
37,339.000,227.500
38,384.375,221.000
45,28.125,243.000
46,90.000,232.500
47,143.625,234.000
48,189.750,221.500
49,259.875,211.000
50,315.000,204.000
51,391.875,219.000
58,26.625,215.500
59,85.875,207.500
60,128.250,202.500
61,188.250,195.500
62,240.375,187.500
63,291.375,181.500
64,335.250,176.000
71,23.625,187.500
72,75.000,180.000
73,115.875,177.500
74,167.625,171.500
75,219.750,163.500
76,269.250,158.000
77,312.000,154.000
84,19.125,161.000
85,69.000,155.500
86,106.500,152.000
87,148.875,146.500
88,197.625,141.500
89,246.000,137.000
90,288.750,132.000
index,x,y
6,25.500,318.000
9,250.125,297.000
10,325.125,283.000
11,381.375,275.000
12,430.125,265.500
19,30.000,315.000
22,239.625,269.500
23,301.875,260.500
24,360.000,251.500
25,406.500,247.000
32,28.125,278.000
33,94.125,265.500
34,159.000,266.500
35,221.625,247.500
36,281.250,237.000
37,338.625,227.500
38,384.000,221.500
45,27.750,243.000
46,89.625,233.000
47,143.250,234.500
48,189.375,222.000
49,259.875,211.000
50,314.625,204.500
51,392.625,219.500
58,26.625,215.500
59,85.875,207.500
60,128.250,203.000
61,188.625,195.500
62,240.375,187.500
63,291.000,181.500
64,335.250,176.000
71,23.625,187.500
72,75.000,180.500
73,115.875,177.500
74,167.625,171.500
75,219.750,163.500
76,269.250,158.000
77,312.000,154.000
84,18.750,160.500
85,68.625,155.500
86,105.750,152.000
87,148.875,146.500
88,197.625,141.500
89,246.000,137.000
90,288.750,132.000
index,x,y
9,255.000,297.000
10,325.500,284.000
11,381.375,275.000
12,430.125,266.000
19,30.000,317.500
22,241.500,270.500
23,303.000,262.000
24,360.000,251.500
25,406.500,246.500
32,28.125,278.500
33,96.000,266.500
34,159.750,268.000
35,222.000,248.500
36,282.000,237.000
37,339.000,227.500
38,383.625,221.000
45,28.875,244.500
46,90.375,233.000
47,143.250,235.000
48,184.875,223.000
49,260.250,210.500
50,314.625,204.000
51,391.125,218.500
58,27.375,215.000
59,86.625,207.000
60,128.625,203.000
61,188.625,196.000
62,241.125,187.500
63,291.750,181.500
64,335.250,175.500
71,24.375,188.000
72,76.875,181.000
73,116.250,177.500
74,166.875,172.500
75,219.750,163.500
76,269.625,158.000
77,312.000,153.000
84,21.000,160.500
85,70.125,156.000
86,106.500,152.000
87,148.125,146.500
88,196.875,141.500
89,246.000,137.000
90,289.125,130.500
index,x,y
9,253.500,299.000
10,324.750,285.500
11,381.750,276.000
12,432.000,268.000
19,30.750,319.000
22,241.125,272.000
23,302.625,262.500
24,360.000,252.500
25,408.000,247.000
32,29.250,279.000
33,97.125,266.500
34,159.750,269.500
35,222.375,250.000
36,281.250,238.000
37,338.250,228.000
38,384.750,221.500
45,29.625,244.000
46,90.750,233.500
47,143.625,237.000
48,174.000,225.500
49,259.500,211.000
50,314.250,204.500
51,382.500,213.000
58,27.000,215.000
59,86.625,206.500
60,128.250,204.000
61,188.625,197.500
62,240.750,188.500
63,291.375,182.000
64,336.000,176.000
71,24.000,188.500
72,76.500,181.000
73,117.000,177.500
74,167.625,172.500
75,219.750,164.000
76,269.625,158.000
77,312.375,153.000
84,20.250,161.500
85,69.000,155.500
86,106.125,152.000
87,148.500,146.500
88,196.875,141.500
89,246.375,136.000
90,289.500,130.000
index,x,y
9,252.750,298.500
10,323.625,285.000
11,383.625,276.500
12,432.375,267.500
19,30.750,316.000
22,240.375,272.500
23,301.500,262.000
24,361.500,253.000
25,408.750,247.000
32,29.250,278.000
33,97.125,257.500
34,159.750,268.500
35,221.625,249.500
36,280.875,238.000
37,339.000,228.000
38,385.500,221.500
45,29.625,244.000
46,92.625,233.500
47,144.000,235.000
48,180.375,224.500
49,259.500,211.500
50,316.125,204.500
51,394.125,220.000
58,27.750,215.500
59,90.750,206.000
60,130.500,203.500
61,187.875,197.000
62,240.375,188.000
63,292.500,182.000
64,336.750,176.500
71,24.375,188.000
72,79.875,181.000
73,118.875,177.500
74,168.000,171.500
75,218.625,164.500
76,270.000,158.000
77,313.500,153.500
84,20.625,160.500
85,70.500,155.500
86,110.625,152.000
87,150.000,147.000
88,196.875,141.500
89,246.375,136.000
90,290.250,131.000
index,x,y
9,257.625,299.500
10,327.000,285.000
11,386.625,277.500
12,437.625,270.000
19,31.875,317.500
20,106.500,337.000
21,0.000,362.000
22,243.375,277.000
23,304.500,263.500
24,364.125,253.500
25,411.750,248.500
32,30.375,278.500
33,101.625,267.500
34,162.000,269.000
35,222.750,251.000
36,282.750,239.000
37,340.875,228.500
38,387.750,222.500
45,31.125,244.000
46,95.625,236.500
47,145.875,234.000
48,178.125,225.500
49,260.250,212.000
50,317.250,204.500
51,381.750,212.500
58,28.875,215.500
59,93.750,206.000
60,132.750,204.000
61,186.750,197.500
62,241.500,188.500
63,294.750,182.000
64,337.875,176.000
71,25.500,188.500
72,84.000,181.000
73,120.375,177.500
74,168.750,172.500
75,219.375,164.500
76,271.875,158.000
77,315.000,153.500
84,21.375,161.000
85,72.375,156.500
86,112.500,152.000
87,151.125,147.000
88,197.625,141.500
89,248.250,136.000
90,292.500,131.000
index,x,y
10,329.250,285.500
11,385.875,278.000
12,439.125,270.000
19,32.250,317.500
20,106.500,337.000
22,246.375,283.500
23,309.000,266.500
24,364.125,254.500
25,411.750,248.500
32,30.750,279.000
33,100.125,270.500
34,162.375,270.000
35,225.750,253.000
36,286.875,240.000
37,341.250,229.000
38,387.750,222.500
45,30.375,245.500
46,96.000,235.500
47,147.000,234.000
48,180.000,225.500
49,264.375,211.500
50,318.375,204.500
51,379.500,211.000
58,28.125,215.500
59,91.875,206.500
60,133.125,203.500
61,188.250,196.500
62,243.375,188.000
63,295.875,182.000
64,339.000,176.000
71,24.750,188.000
72,81.000,181.000
73,120.375,177.500
74,169.500,171.500
75,221.250,163.500
76,273.750,158.000
77,315.750,154.000
84,20.250,160.500
85,71.250,156.000
86,112.125,151.000
87,152.250,146.500
88,199.500,142.000
89,250.125,136.000
90,293.625,131.000
index,x,y
10,329.250,285.000
11,385.875,278.000
12,439.125,270.000
19,32.250,317.500
22,246.750,283.500
23,309.000,266.500
24,364.125,254.500
25,411.750,248.500
32,30.750,279.000
33,100.125,271.000
34,162.375,270.000
35,226.125,252.500
36,287.250,240.000
37,341.250,229.500
38,387.750,222.500
45,30.375,245.500
46,96.000,235.500
47,147.000,234.000
48,180.750,225.000
49,264.375,211.500
50,318.375,204.500
51,381.000,212.500
58,28.125,215.500
59,92.250,207.000
60,133.125,203.500
61,188.625,196.500
62,243.375,188.000
63,295.875,182.000
64,339.000,176.000
71,24.750,188.000
72,81.000,181.500
73,120.375,177.500
74,169.500,171.500
75,221.250,163.500
76,273.750,158.000
77,315.750,154.000
84,20.250,160.500
85,71.250,156.000
86,112.125,151.000
87,152.250,146.500
88,199.500,142.000
89,250.125,136.000
90,293.625,131.000
index,x,y
10,330.375,284.500
11,387.000,278.000
12,439.875,270.000
19,32.250,317.500
20,104.625,339.500
22,247.500,282.500
23,310.125,266.500
24,365.625,254.500
25,412.875,249.000
32,31.125,279.500
33,99.000,270.500
34,163.125,271.000
35,227.250,254.500
36,287.625,240.000
37,342.750,229.500
38,389.250,223.000
45,31.500,246.500
46,94.500,235.000
47,147.000,235.500
48,168.375,227.500
49,265.500,211.500
50,318.750,204.500
51,379.125,211.000
58,28.500,215.500
59,90.750,205.500
60,132.750,203.000
61,189.375,196.500
62,244.875,187.500
63,297.000,182.000
64,339.375,176.500
71,24.750,187.500
72,80.625,180.500
73,120.000,177.000
74,170.625,171.500
75,222.750,163.500
76,274.500,157.500
77,316.875,154.000
84,21.000,160.000
85,71.250,155.500
86,111.375,150.500
87,153.000,146.500
88,201.000,141.500
89,250.875,135.500
90,294.375,131.500
index,x,y
6,36.750,341.000
9,262.500,300.000
10,330.750,287.500
11,386.625,277.500
12,439.500,268.500
19,32.625,319.000
20,103.125,341.500
22,248.250,283.000
23,309.750,266.500
24,364.500,254.500
25,412.875,248.000
32,32.625,280.000
33,100.125,269.500
34,163.875,271.000
35,228.000,254.000
36,288.000,240.000
37,341.625,229.500
38,388.125,222.500
45,32.250,246.000
46,95.250,234.500
47,146.250,235.500
48,169.500,227.000
49,265.875,212.000
50,318.750,204.500
51,379.500,211.000
58,30.000,215.500
59,90.375,206.000
60,132.000,203.500
61,188.250,196.500
62,245.625,187.500
63,297.375,181.500
64,339.750,177.000
71,25.875,188.000
72,79.875,180.500
73,119.625,177.000
74,171.000,171.000
75,223.125,163.000
76,274.875,158.000
77,317.625,154.000
84,22.125,160.000
85,70.875,156.000
86,111.000,151.000
87,153.000,146.500
88,201.750,142.000
89,251.625,135.500
90,295.500,131.000
index,x,y
6,36.750,341.000
9,261.375,303.000
10,331.125,287.500
11,387.750,277.500
12,440.250,267.500
19,32.625,319.000
20,103.500,341.000
22,246.750,280.500
23,309.000,265.500
24,365.250,253.500
25,412.875,248.000
32,33.000,280.000
33,99.375,270.000
34,163.875,271.000
35,227.250,253.500
36,287.250,239.000
37,343.125,229.000
38,388.500,222.500
45,33.375,247.000
46,96.000,235.000
47,147.375,235.500
48,165.375,227.500
49,266.625,211.500
50,319.875,204.500
51,378.000,210.000
58,31.875,216.500
59,90.750,206.000
60,132.750,204.000
61,177.000,198.500
62,246.750,187.500
63,297.750,181.500
64,340.125,177.000
71,26.625,188.000
72,79.875,180.500
73,119.625,177.500
74,171.750,171.500
75,224.625,163.000
76,276.000,158.000
77,318.375,154.500
84,22.125,160.000
85,70.875,156.000
86,110.250,151.500
87,154.125,147.000
88,202.875,142.000
89,253.125,136.000
90,297.000,132.000
index,x,y
6,36.750,341.000
10,332.625,285.500
11,387.750,277.500
12,439.125,267.000
19,33.000,318.000
20,104.250,341.500
22,247.500,281.000
23,311.625,266.000
24,366.375,254.000
25,413.250,248.500
32,33.375,280.500
33,99.375,272.000
34,165.000,271.500
35,228.000,254.500
36,288.750,240.000
37,344.625,229.500
38,389.625,223.500
45,33.375,246.000
46,97.875,234.500
47,147.375,235.000
48,167.625,227.500
49,267.375,212.000
50,320.625,205.000
51,382.125,212.000
58,31.500,216.000
59,91.875,205.500
60,133.500,203.500
61,175.125,198.500
62,247.125,187.500
63,298.500,182.000
64,340.875,177.500
71,27.000,188.000
72,82.500,180.000
73,120.750,177.500
74,172.125,171.000
75,225.750,163.000
76,276.375,158.000
77,319.500,154.500
84,22.875,160.000
85,72.375,156.500
86,112.125,151.500
87,155.250,147.000
88,203.250,142.000
89,253.875,136.000
90,297.750,132.000
index,x,y
6,37.125,340.000
10,331.125,286.500
11,388.500,278.000
12,443.250,269.000
19,33.750,318.500
20,103.500,342.500
22,246.750,280.000
23,311.250,266.000
24,367.500,255.000
25,415.875,249.000
32,33.375,280.000
33,100.125,269.500
34,163.875,271.500
35,228.000,254.500
36,288.750,239.500
37,346.500,230.000
38,391.875,224.500
45,33.750,246.000
46,96.750,234.500
47,146.250,235.000
48,165.000,228.000
49,267.375,212.000
50,322.125,205.500
51,381.000,209.500
58,31.875,216.000
59,90.375,206.500
60,132.375,204.000
61,166.875,200.000
62,246.375,187.500
63,299.250,182.500
64,342.000,177.000
71,27.375,188.000
72,80.625,180.500
73,119.250,177.500
74,171.375,171.500
75,224.250,163.000
76,276.750,158.000
77,320.250,155.000
83,0.000,168.000
84,24.000,160.000
85,71.250,156.000
86,109.500,151.500
87,153.375,147.000
88,202.125,142.000
89,253.500,136.000
90,298.125,132.000
index,x,y
6,37.125,340.000
10,331.875,287.000
11,388.500,278.000
12,443.250,269.000
19,33.750,318.000
20,103.500,342.500
22,246.375,280.000
23,311.250,266.000
24,367.500,255.000
25,415.875,249.000
32,33.750,280.000
33,100.125,270.000
34,163.875,271.500
35,228.000,254.500
36,288.750,239.500
37,346.500,230.000
38,391.500,224.500
45,33.750,246.000
46,96.750,234.000
47,146.625,235.000
48,163.875,228.000
49,267.375,212.000
50,321.750,205.000
51,381.375,210.000
58,31.875,216.000
59,90.375,206.000
60,132.375,204.000
61,165.750,200.500
62,246.375,187.500
63,299.250,182.000
64,342.000,177.000
71,27.375,188.000
72,81.000,180.500
73,119.625,177.500
74,171.375,171.500
75,224.250,163.000
76,276.750,158.000
77,319.875,155.000
83,0.000,168.000
84,24.000,160.000
85,71.250,156.000
86,109.125,151.500
87,153.000,147.000
88,202.125,142.000
89,253.500,135.500
90,298.125,132.000
index,x,y
10,333.375,287.500
11,388.875,278.000
12,442.125,269.000
19,33.375,318.500
20,103.125,342.500
22,248.250,280.500
23,311.625,266.000
24,366.750,255.000
25,415.500,249.000
32,33.375,281.000
33,99.750,269.500
34,163.875,270.000
35,229.500,254.000
36,289.500,239.500
37,345.750,229.500
38,391.500,224.000
45,33.000,246.500
46,94.500,233.500
47,147.750,233.000
48,162.750,228.000
49,268.125,211.500
50,322.125,205.500
51,387.375,213.500
58,30.375,215.500
59,89.625,207.000
60,133.125,203.500
61,175.125,198.000
62,246.375,187.500
63,300.000,182.000
64,342.375,177.000
71,26.625,188.000
72,79.125,180.500
73,120.000,177.500
74,172.125,171.000
75,225.000,163.000
76,276.750,158.500
77,320.625,155.000
83,0.000,168.000
84,22.875,160.000
85,70.500,156.000
86,109.500,151.000
87,154.500,147.000
88,202.875,142.000
89,253.500,136.000
90,298.125,132.000
index,x,y
6,37.500,342.000
10,332.250,287.500
11,388.875,278.000
12,442.500,270.000
19,34.125,318.000
20,103.875,343.000
22,248.250,280.000
23,311.250,266.000
24,367.875,255.000
25,416.625,249.500
32,34.125,280.500
33,100.125,269.500
34,165.375,270.500
35,229.125,253.500
36,289.500,239.500
37,346.500,230.000
38,393.000,225.500
45,33.750,246.000
46,97.500,234.500
47,147.375,234.500
48,163.125,228.000
49,268.500,212.000
50,322.875,206.500
51,394.875,219.500
58,32.250,216.500
59,91.500,206.500
60,135.000,203.000
61,179.250,198.000
62,246.750,187.500
63,300.000,182.500
64,343.500,177.500
71,28.125,187.500
72,81.000,180.500
73,121.125,177.000
74,173.250,171.000
75,225.000,163.000
76,277.125,159.000
77,321.000,155.000
83,0.000,163.500
84,24.000,160.000
85,71.625,156.000
86,111.375,151.000
87,156.000,146.000
88,203.250,142.000
89,253.875,136.500
90,298.875,132.500
index,x,y
10,331.875,287.500
11,388.875,278.500
12,443.250,269.000
19,34.125,318.000
20,104.625,342.500
22,247.875,281.000
23,310.875,265.500
24,367.125,255.500
25,417.375,249.500
32,33.750,280.500
33,100.500,270.500
34,166.125,269.500
35,229.125,254.000
36,289.125,239.500
37,346.125,230.000
38,393.000,225.000
45,33.375,246.000
46,96.750,234.000
47,148.125,234.500
48,165.000,228.500
49,268.125,212.500
50,322.875,206.000
51,397.500,220.500
58,31.125,216.000
59,91.500,206.500
60,135.000,203.500
61,186.750,197.000
62,247.500,188.000
63,300.000,182.500
64,343.875,178.000
71,27.000,188.000
72,80.250,180.500
73,121.125,177.000
74,173.250,171.000
75,225.375,163.500
76,277.500,159.000
77,322.125,155.500
83,0.000,168.000
84,23.625,160.000
85,70.875,155.000
86,111.375,151.000
87,156.750,146.000
88,203.625,142.000
89,254.250,137.000
90,299.625,132.500
index,x,y
9,262.500,316.000
10,333.000,289.000
11,390.750,279.000
12,443.625,269.500
19,34.875,318.500
20,112.125,341.000
21,189.375,336.000
22,249.000,282.000
23,312.000,266.500
24,368.250,255.500
25,418.125,250.000
32,33.750,280.500
33,100.875,270.000
34,166.875,270.500
35,229.875,254.500
36,289.500,240.500
37,346.875,230.000
38,394.500,225.000
45,33.750,246.000
46,97.125,235.000
47,148.500,233.500
48,178.125,227.000
49,268.500,212.500
50,323.625,206.500
51,390.375,214.500
58,30.750,216.000
59,93.000,206.500
60,136.125,203.000
61,193.500,196.000
62,247.500,188.000
63,300.375,182.500
64,344.625,178.500
71,27.000,188.000
72,81.000,180.500
73,121.875,177.000
74,173.625,171.000
75,226.125,163.500
76,277.875,159.000
77,322.500,155.500
83,0.375,163.000
84,23.625,160.000
85,71.625,155.500
86,113.250,151.000
87,157.875,146.500
88,204.375,142.000
89,255.000,137.000
90,300.000,133.000
index,x,y
9,262.125,312.500
10,333.750,289.000
11,394.125,278.000
12,445.125,269.000
19,35.250,318.500
20,115.875,334.000
21,0.000,362.000
22,250.875,285.500
23,312.375,266.500
24,370.500,254.500
25,418.500,249.500
32,34.875,281.000
33,102.750,266.000
34,167.250,268.500
35,230.625,255.000
36,289.875,241.000
37,348.750,229.500
38,396.000,224.500
45,35.625,246.000
46,98.250,233.000
47,151.500,232.500
48,175.125,227.500
49,268.500,213.000
50,325.500,206.500
51,392.250,215.000
58,31.500,216.000
59,94.125,206.500
60,138.750,202.500
61,189.750,196.500
62,247.500,188.000
63,301.500,183.000
64,346.125,178.500
71,27.750,188.000
72,82.125,180.500
73,124.875,177.000
74,174.750,171.000
75,226.125,163.500
76,279.375,158.500
77,322.500,155.000
83,0.750,164.500
84,24.000,161.000
85,72.375,156.000
86,115.875,152.000
87,159.750,147.000
88,204.750,142.500
89,255.750,137.000
90,300.000,133.000
index,x,y
9,262.125,312.500
10,333.375,289.000
11,393.750,278.000
12,445.125,269.000
19,35.250,318.500
20,114.750,334.000
22,250.875,285.500
23,312.375,266.500
24,370.500,254.500
25,418.500,249.500
32,35.250,281.000
33,103.125,266.000
34,167.250,268.000
35,230.250,254.500
36,290.250,240.500
37,348.750,229.500
38,395.625,224.500
45,35.625,246.000
46,98.250,233.000
47,151.125,232.000
48,181.875,226.500
49,268.500,213.000
50,325.500,206.500
51,392.250,215.000
58,31.875,216.000
59,94.125,206.500
60,138.750,202.500
61,187.875,197.000
62,247.500,188.000
63,301.500,182.500
64,346.125,178.500
71,27.750,188.000
72,82.500,180.500
73,124.875,177.000
74,174.750,171.000
75,226.125,163.500
76,279.375,158.500
77,322.500,155.000
83,0.750,164.500
84,24.375,160.500
85,72.750,156.000
86,115.875,151.500
87,159.750,146.500
88,204.375,142.500
89,255.750,137.000
90,300.000,132.500
index,x,y
9,262.875,311.500
10,333.000,289.000
11,393.750,277.500
12,446.250,270.000
19,36.375,318.000
20,118.500,332.000
21,0.750,355.000
22,250.125,283.500
23,312.000,266.500
24,370.875,255.000
25,419.250,250.000
32,35.625,281.500
33,105.000,266.000
34,167.625,269.000
35,230.625,255.000
36,290.250,240.000
37,349.125,230.000
38,397.125,225.000
45,36.375,246.000
46,99.000,233.500
47,151.875,232.500
48,187.125,226.000
49,269.250,212.500
50,325.875,207.000
51,384.375,210.500
58,33.000,215.500
59,95.250,206.000
60,139.500,202.000
61,187.125,197.000
62,248.250,188.000
63,302.625,183.000
64,346.875,178.500
71,27.750,187.500
72,83.250,180.000
73,125.625,176.500
74,175.125,171.000
75,226.500,163.500
76,280.500,158.500
77,323.625,155.500
83,0.750,164.500
84,24.375,160.000
85,73.875,156.000
86,117.000,151.000
87,160.125,146.500
88,205.125,142.500
89,256.500,137.500
90,300.750,133.000
index,x,y
9,262.500,314.000
10,334.875,289.500
11,394.875,279.000
12,449.250,272.500
19,36.000,318.000
20,117.000,332.000
21,181.500,302.500
22,252.000,286.500
23,313.125,267.000
24,371.250,255.500
25,420.000,250.000
32,34.875,280.500
33,102.375,270.000
34,169.125,270.500
35,232.125,256.000
36,290.625,240.500
37,349.125,230.000
38,397.125,225.000
45,35.625,246.000
46,99.000,234.500
47,152.250,234.000
48,208.875,224.500
49,269.625,213.000
50,325.875,206.500
51,371.250,201.000
58,31.875,216.000
59,96.000,206.500
60,139.125,203.000
61,195.750,196.000
62,248.625,188.000
63,302.625,182.500
64,346.875,177.500
71,27.750,187.500
72,83.625,180.500
73,126.000,176.500
74,176.250,170.500
75,227.250,163.500
76,280.125,158.000
77,323.250,155.000
83,0.375,163.000
84,24.000,160.000
85,73.500,156.000
86,116.250,151.000
87,160.500,146.500
88,205.500,142.000
89,256.125,137.000
90,300.000,132.500
index,x,y
9,263.250,313.000
10,335.625,290.000
11,394.500,279.500
12,451.500,274.000
19,36.000,318.500
21,178.500,308.000
22,253.125,286.000
23,313.500,267.000
24,371.625,256.000
25,421.500,250.500
32,35.250,280.500
33,107.250,263.500
34,169.125,270.000
35,232.875,256.000
36,291.000,241.000
37,349.500,230.000
38,397.875,225.000
45,37.125,246.500
46,101.250,233.500
47,153.000,234.500
48,213.375,224.500
49,270.000,213.000
50,325.875,206.500
51,371.250,201.500
58,34.500,217.000
59,99.000,206.500
60,139.875,203.500
61,194.250,196.000
62,249.750,188.000
63,302.250,182.500
64,346.875,177.500
71,29.250,187.500
72,86.625,180.000
73,126.750,177.000
74,177.000,170.500
75,228.000,163.000
76,280.500,158.000
77,323.625,154.500
83,0.375,163.000
84,25.125,160.000
85,77.625,155.500
86,117.375,151.500
87,160.875,146.000
88,206.625,141.500
89,257.250,136.500
90,300.750,131.500
index,x,y
9,265.500,311.500
10,335.625,289.500
11,395.250,279.000
12,453.000,275.000
19,36.000,319.000
20,118.500,333.000
21,178.500,307.000
22,253.125,283.000
23,314.250,267.000
24,371.625,255.500
25,423.000,250.500
32,35.625,279.500
33,106.500,259.000
34,169.125,269.500
35,233.250,255.500
36,292.125,240.500
37,350.250,230.500
38,399.000,225.500
45,37.125,245.500
46,100.500,232.500
47,153.375,234.500
48,213.000,224.500
49,270.750,213.500
50,326.625,206.500
51,372.000,201.000
58,35.250,217.000
59,98.625,206.000
60,139.500,203.000
61,193.875,196.000
62,250.500,188.500
63,303.375,183.000
64,347.625,177.500
71,29.625,187.500
72,87.000,180.000
73,126.750,176.500
74,178.125,170.000
75,229.875,163.000
76,281.250,158.000
77,324.000,154.000
83,0.375,164.000
84,25.875,160.000
85,78.000,155.000
86,117.750,151.000
87,161.625,146.000
88,207.750,142.000
89,257.625,136.000
90,301.500,131.500
index,x,y
9,267.375,311.500
10,337.500,289.500
11,396.750,278.500
12,452.625,273.500
19,36.375,316.500
21,178.500,310.000
22,253.875,284.500
23,315.000,267.000
24,373.125,255.500
25,424.125,250.000
32,36.000,279.500
33,103.125,253.000
34,168.375,270.500
35,234.000,256.000
36,293.625,240.000
37,351.000,230.000
38,400.500,225.500
45,37.500,245.500
46,100.500,231.000
47,152.250,234.500
48,212.250,224.000
49,271.500,213.500
50,328.125,206.500
51,373.500,201.000
58,35.625,216.500
59,98.625,205.500
60,138.375,203.000
61,184.875,198.000
62,251.625,188.500
63,304.500,183.500
64,349.125,177.000
71,30.000,187.500
72,86.625,179.500
73,126.000,176.500
74,178.500,170.000
75,230.250,163.500
76,282.375,158.500
77,325.875,154.000
83,0.750,163.500
84,26.625,159.500
85,78.375,155.000
86,117.000,151.500
87,162.000,146.500
88,208.500,142.000
89,258.000,136.000
90,301.875,131.500
index,x,y
9,267.000,311.500
10,337.500,289.500
11,396.750,278.500
12,452.625,273.500
19,36.375,317.000
22,253.875,284.000
23,315.000,267.000
24,373.500,256.000
25,424.125,250.000
32,36.000,279.000
33,103.500,253.000
34,168.375,270.000
35,233.625,255.500
36,293.625,240.000
37,351.375,230.500
38,400.500,225.500
45,37.125,245.500
46,100.500,230.500
47,152.625,234.500
48,209.250,224.000
49,271.500,213.500
50,328.125,206.500
51,373.875,201.000
58,35.625,216.500
59,97.875,205.500
60,138.375,203.000
61,183.000,198.000
62,251.625,188.500
63,304.500,183.500
64,349.125,177.000
71,30.000,187.500
72,86.250,179.500
73,126.000,176.500
74,178.500,170.500
75,230.250,163.000
76,282.375,158.500
77,325.875,154.000
83,0.750,163.500
84,26.625,160.000
85,78.000,155.000
86,117.000,151.500
87,162.000,146.500
88,208.500,142.000
89,258.000,136.000
90,301.875,131.500
index,x,y
9,266.625,313.500
10,337.500,289.500
11,397.125,278.000
12,452.250,272.500
19,36.750,316.500
22,254.250,284.500
23,315.000,267.500
24,373.875,255.500
25,424.125,250.000
32,36.000,278.000
